order,name,category,pngPath,outputPrefab,done
120,Vesh_variant_03,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_03.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_03.prefab,NO
121,Vesh_variant_04,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_04.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_04.prefab,NO
122,Vesh_variant_05,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_05.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_05.prefab,NO
123,Vesh_variant_06,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_06.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_06.prefab,NO
124,Vesh_variant_07,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_07.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_07.prefab,NO
125,Vesh_variant_08,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_08.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_08.prefab,NO
126,Vesh_variant_09,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_09.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_09.prefab,NO
127,Vesh_variant_10,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_10.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_10.prefab,NO
128,Vesh_variant_11,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_11.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_11.prefab,NO
129,Vesh_variant_12,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_12.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_12.prefab,NO
130,Vesh_variant_13,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_13.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_13.prefab,NO
131,Vesh_variant_14,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_14.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_14.prefab,NO
132,Vesh_variant_15,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_15.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_15.prefab,NO
133,Vesh_variant_16,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_16.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_16.prefab,NO
134,Vesh_variant_17,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_17.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_17.prefab,NO
135,Vesh_variant_18,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_18.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_18.prefab,NO
136,Vesh_variant_19,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_19.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_19.prefab,NO
137,Vesh_variant_20,Diversity/Vesh,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Vesh/Vesh_variant_20.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Vesh/Vesh_variant_20.prefab,NO
138,Voll_variant_01,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_01.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_01.prefab,NO
139,Voll_variant_02,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_02.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_02.prefab,NO
140,Voll_variant_03,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_03.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_03.prefab,NO
141,Voll_variant_04,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_04.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_04.prefab,NO
142,Voll_variant_05,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_05.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_05.prefab,NO
143,Voll_variant_06,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_06.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_06.prefab,NO
144,Voll_variant_07,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_07.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_07.prefab,NO
145,Voll_variant_08,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_08.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_08.prefab,NO
146,Voll_variant_09,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_09.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_09.prefab,NO
147,Voll_variant_10,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_10.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_10.prefab,NO
148,Voll_variant_11,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_11.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_11.prefab,NO
149,Voll_variant_12,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_12.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_12.prefab,NO
150,Voll_variant_13,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_13.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_13.prefab,NO
151,Voll_variant_14,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_14.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_14.prefab,NO
152,Voll_variant_15,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_15.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_15.prefab,NO
153,Voll_variant_16,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_16.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_16.prefab,NO
154,Voll_variant_17,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_17.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_17.prefab,NO
155,Voll_variant_18,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_18.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_18.prefab,NO
156,Voll_variant_19,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_19.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_19.prefab,NO
157,Voll_variant_20,Diversity/Voll,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Voll/Voll_variant_20.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Voll/Voll_variant_20.prefab,NO
158,Warren-folk_variant_01,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_01.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_01.prefab,NO
159,Warren-folk_variant_02,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_02.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_02.prefab,NO
160,Warren-folk_variant_03,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_03.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_03.prefab,NO
161,Warren-folk_variant_04,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_04.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_04.prefab,NO
162,Warren-folk_variant_05,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_05.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_05.prefab,NO
163,Warren-folk_variant_06,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_06.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_06.prefab,NO
164,Warren-folk_variant_07,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_07.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_07.prefab,NO
165,Warren-folk_variant_08,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_08.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_08.prefab,NO
166,Warren-folk_variant_09,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_09.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_09.prefab,NO
167,Warren-folk_variant_10,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_10.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_10.prefab,NO
168,Warren-folk_variant_11,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_11.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_11.prefab,NO
169,Warren-folk_variant_12,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_12.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_12.prefab,NO
170,Warren-folk_variant_13,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_13.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_13.prefab,NO
171,Warren-folk_variant_14,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_14.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_14.prefab,NO
172,Warren-folk_variant_15,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_15.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_15.prefab,NO
173,Warren-folk_variant_16,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_16.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_16.prefab,NO
174,Warren-folk_variant_17,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_17.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_17.prefab,NO
175,Warren-folk_variant_18,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_18.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_18.prefab,NO
176,Warren-folk_variant_19,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_19.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_19.prefab,NO
177,Warren-folk_variant_20,Diversity/Warren-folk,Assets/Ronin7/Art/Generated/Characters2D/Diversity/Warren-folk/Warren-folk_variant_20.png,Assets/Ronin7/Art/Generated/Characters3D/Diversity/Warren-folk/Warren-folk_variant_20.prefab,NO
